"","num_id","Name","Type","Dedoose name","Short description","Description_tool","Strategies the tool can support","Theory of change","Structural or operational","Evidence review","DIMEL","Description","Inverse factor","Inverse factor description","Contextual or design factor","Family","dissuade","degrade","protect","transition","military","diplomatic","informational","economic","legal","domestic_context","conflict_dynamics","target_characteristics","implementer_choices","implementer_characteristics","international_dynamics","tool_specific"
"41",111,"High-risk state","Factor","High-risk state",NA,NA,NA,NA,NA,NA,NA,"The country under study exhibits a combination of characteristics that increase the likelihood of conflict onset, such as low GDP per capita and rule by anocracy.","Lower-risk state","The country under study does not exhibit characteristics that increase the likelihood of conflict onset.","Contextual","Domestic context  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
"42",186,"Conventional tactics","Factor","Conventional tactics",NA,NA,NA,NA,NA,NA,NA,"Parties to the conflict use conventional tactics, which include well-defined forces on each side and the use of conventional weapons.","Absence of conventional tactics","Parties to the conflict do not use conventional tactics, which include well-defined forces on each side and the use of conventional weapons.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"43",69,"Guerrilla warfare ","Factor","Guerrilla warfare",NA,NA,NA,NA,NA,NA,NA,"Parties to the conflict use guerrilla warfare, in which small groups of combatants target a larger military through ambushes, raids, etc.","Absence of guerilla warfare","Parties to the conflict do not use guerrilla warfare, in which small groups of combatants target a larger military through ambushes, raids, etc.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"44",31,"History of compromise ","Factor","History of compromise",NA,NA,NA,NA,NA,NA,NA,"There is a history of compromise or a high degree of trust between conflict parties.","No history of compromise","There is no history of compromise or a low degree of trust between conflict parties.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"45",1,"History of conflict ","Factor","History of conflict",NA,NA,NA,NA,NA,NA,NA,"The parties to the conflict or the country under study has a history of violent conflict.","No history of conflict","Neither the parties to the conflict nor the country under study has a history of violent conflict.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"46",174,"Comprehensive settlement or peace agreement","Factor","Comprehensive_settlement_or_peace_agreement",NA,NA,NA,NA,NA,NA,NA,"There is a comprehensive settlement or peace agreement between the conflict parties.","No comprehensive settlement or peace agreement","There is no comprehensive settlement or peace agreement between the conflict parties.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"47",148,"Atrocities by the government ","Factor","Atrocities by Government",NA,NA,NA,NA,NA,NA,NA,"Atrocities, human rights abuses, or one-sided violence are being perpetrated by the government.",NA,NA,"Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"48",202,"Atrocities by non-state armed groups","Factor","Atrocities by NSAGs",NA,NA,NA,NA,NA,NA,NA,"Atrocities, human rights abuses, or one-sided violence are being perpetrated by non-state armed groups.",NA,NA,"Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"49",208,"Atrocities by the government and non-state armed groups ","Factor","Atrocities by GOVT and NSAGs",NA,NA,NA,NA,NA,NA,NA,"Atrocities, human rights abuses, or one-sided violence are being perpetrated by the government and non-state armed groups.",NA,NA,"Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"50",98,"Interstate conflict ","Factor","Interstate",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing an interstate conflict.","No interstate conflict","The country is not currently experiencing an interstate conflict.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"51",161,"Intrastate conflict ","Factor","Intrastate",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing an intrastate conflict.","No intrastate conflict","The country is not currently experiencing an intrastate conflict.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"52",70,"Secessionist conflict","Factor","War of secession",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing a conflict that concerns a party’s effort to establish an independent state on part of the territory claimed by a state.","Not a secessionist conflict","The country is not experiencing a conflict that concerns a party’s effort to establish an independent state on part of the territory claimed by a state.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"53",57,"Identity-based conflict","Factor","Ethnic conflict",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing a conflict that concerns the rights or territory of an ethnic, religious, racial, and/or other identity group.","Not an ethnic conflict","The country is not experiencing a conflict that concerns the rights or territory of an ethnic, religious, racial, and/or other identity group.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"54",114,"Military victory","Factor","Military victory",NA,NA,NA,NA,NA,NA,NA,"The country experienced a conflict that ended in a military victory.","Absence of a military victory","The country did not experience a conflict that ended in a military victory.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"55",102,"Ongoing armed conflict ","Factor","Ongoing armed conflict",NA,NA,NA,NA,NA,NA,NA,"There is an ongoing armed conflict in the country under study.","No ongoing armed conflict","There is no ongoing armed conflict in the country under study.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"56",150,"External assistance or foreign troops     ","Factor","External_assistance",NA,NA,NA,NA,NA,NA,NA,"There are foreign troops active in the ongoing conflict situation or external actors are offering assistance to the conflict parties.","Absence of external assistance or foreign troops","There are no foreign troops active in the ongoing conflict situation nor are external actors offering assistance to the conflict parties.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"57",188,"More than two conflict parties","Factor","More than two parties",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing a conflict consisting of more than two parties.","The country is experiencing a conflict consisting of two conflict parties","There are two parties to the conflict.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"58",134,"Long conflict ","Factor","Long conflict",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing a conflict of long duration.","Short conflict","The country is experiencing a conflict of short duration.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"59",178,"High intensity conflict  ","Factor","High intensity conflict",NA,NA,NA,NA,NA,NA,NA,"The country is experiencing a conflict characterized by high-intensity fighting or a high death toll.","Low intensity conflict","The country is experiencing a conflict characterized by low-intensity fighting or a low death toll.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"60",51,"Safe haven for perpetrator   ","Factor","Safe haven for perpetrator",NA,NA,NA,NA,NA,NA,NA,"Perpetrator(s) of mass atrocities very likely have access to territory where they would be shielded from the tool's effects.","No safe haven for perpetrator","There is a low likelihood that the perpetrator of mass atrocities has access to territory that shields them from the tool's effects.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"61",201,"Strong spoiler groups","Factor","Strong spoiler groups",NA,NA,NA,NA,NA,NA,NA,"There are powerful groups that have the desire and capacity to disrupt or damage peace initiatives in the country under study.","Absence of strong spoiler groups","There are no powerful vested interests, warring parties, third party actors or ""spoilers"" who have the desire and capacity to spoil peace outcomes in the country under study.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"62",91,"Strong government ","Factor","Strong government",NA,NA,NA,NA,NA,NA,NA,"The national government is strong, or has a high degree of resilience, adaptability, military experience, power, or territorial control.","Weak government","The government in the conflict is weak or has a low degree of resilience, adaptability, military experience, power, or territorial control.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"63",128,"Strong non-state armed group ","Factor","Strong NSAG",NA,NA,NA,NA,NA,NA,NA,"Non-state armed group(s) are strong or have a high degree of resilience, adaptability, military experience, power, or territorial control.","Weak non-state armed group","The non-state armed group in the conflict is weak and has a low degree of resilience, adaptability, military experience, power, or territorial control.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"64",103,"Balance of power or stalemate","Factor","Balance of power or stalemate",NA,NA,NA,NA,NA,NA,NA,"The national government and non-state armed group(s) have similar levels of resilience, adaptability, military experience, power, or territorial control.",NA,NA,"Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"65",175,"Existence of a peace agreement involving amnesties","Factor","Peace agreements involving amnesties",NA,NA,NA,NA,NA,NA,NA,"There is a peace agreement involving amnesties.","Absence of a peace agreement involving amnesties","There is no peace agreement involving amnesties in the conflict.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"66",52,"Cohesive conflict parties","Factor","Cohesiveness of conflict parties",NA,NA,NA,NA,NA,NA,NA,"The conflict parties are internally unified.","Splintered conflict parties","The conflict parties are splintered.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"67",163,"Imbalance of wealth between conflict parties","Factor","Imbalance_wealth",NA,NA,NA,NA,NA,NA,NA,"There is an imbalance of wealth between conflict parties.","Balance of wealth between conflict parties","There is a balance of wealth between conflict parties.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"68",187,"Regional use of tool","Factor","Use of tool regionally",NA,NA,NA,NA,NA,NA,NA,"The tool is being implemented by neighboring countries or a regional organization.","Absence of regional use of the tool","The tool is not being implemented by neighboring countries or a regional organization.","Design","International dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0
"69",179,"International support or coordination","Factor","International support or coordination",NA,NA,NA,NA,NA,NA,NA,"There is a high degree of international support for the use of the tool, or the tool implementer coordinates with other international actors on the use of the tool.",NA,NA,"Design","International dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0
"70",37,"Ideologically motivated target","Factor","Atrocity-justifying ideology or revenge  ",NA,NA,NA,NA,NA,NA,NA,"The target is motivated by atrocity-justifying ideology or revenge.","Absence of atrocity-justifying ideology or revenge","The target is not motivated by atrocity-justifying ideology or revenge.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"71",195,"Rational target   ","Factor","Rational",NA,NA,NA,NA,NA,NA,NA,"The target is a rational actor.","Irrational actor","The target is an irrational actor.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"72",117,"High status target ","Factor","Top leader or high status",NA,NA,NA,NA,NA,NA,NA,"The target is a top leader or has high status.","Not a top leader or high status","The target is not a top leader or has low status.","Design","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"73",12,"Tool targets foot soldiers and leaders","Factor","Leaders and followers",NA,NA,NA,NA,NA,NA,NA,"The tool targets foot soldiers as well as leaders.","Tool targets leaders only",NA,"Design","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"74",211,"Large number of targets","Factor","Large number of targets",NA,NA,NA,NA,NA,NA,NA,"The tool targets a large number of individuals.","Small number of targets","The tool targets a small number of individuals","Design","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"75",65,"Aid-dependent target   ","Factor","Foreign aid dependency",NA,NA,NA,NA,NA,NA,NA,"The target is dependent on foreign aid.","Aid-independent target","The target is not dependent on foreign aid.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"76",107,"Target prioritizes reputation","Factor","Priority of reputation",NA,NA,NA,NA,NA,NA,NA,"The target cares about their reputation among domestic and international audiences.","Target does not prioritize reputation","The target does not care about their reputation among domestic and international audiences.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"77",42,"Risk-tolerant target","Factor","Risk tolerance of target",NA,NA,NA,NA,NA,NA,NA,"The target is risk-tolerant.","Risk-intolerant target","The target is risk-intolerant.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"78",127,"State target ","Factor","State target",NA,NA,NA,NA,NA,NA,NA,"The target is a state actor or state group.","Non-state target","The target is a non-state actor or non-state group.","Design","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"79",53,"Hierarchical target","Factor","Hierarchical",NA,NA,NA,NA,NA,NA,NA,"The target is a group with a clearly established leadership hierarchy.","Non-hierarchical target","The target is a group without a clearly established leadership hierarchy.","Design","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"80",141,"Established target","Factor","Established",NA,NA,NA,NA,NA,NA,NA,"The target is a well-established or old group.","Non-established target","The target is a poorly-established or new group.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"81",19,"Popular target","Factor","Popular support",NA,NA,NA,NA,NA,NA,NA,"The target has popular support.","Unpopular target","The target lacks popular support.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"82",28,"Religious target  ","Factor","Religious",NA,NA,NA,NA,NA,NA,NA,"The target is a religious individual or group.","Non-religious target","The target is a non-religious individual or group.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"83",54,"Transnational target","Factor","Transnational",NA,NA,NA,NA,NA,NA,NA,"The target operates transnationally.","Non-transnational target","The target does not operate transnationally.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"84",126,"Weak target","Factor","Weak",NA,NA,NA,NA,NA,NA,NA,"The target is considered weak.","Strong target","The target is considered strong.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"85",110,"Target has access to resources","Factor","Access to resources",NA,NA,NA,NA,NA,NA,NA,"The target has access to resources, such as oil or gemstones.","Target lacks access to resources","The target lacks access to resources, such as oil or gemstones, to continue the conflict.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"86",156,"Target relies on international trade and investment","Factor","Reliance on international trade and investment",NA,NA,NA,NA,NA,NA,NA,"The target relies on international trade or investment.","Target does not rely on international trade or investment","The target does not rely on international trade or investment","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"87",193,"Target is a terror group","Factor","Terror group",NA,NA,NA,NA,NA,NA,NA,"The target is a terror group.","Target is not a terror group","The target is not a terror group.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"88",26,"Target is a severe human rights violator","Factor","Severe HR violations",NA,NA,NA,NA,NA,NA,NA,"The target has committed an extensive number of human rights violations in the conflict in which mass atrocities or closely-related outcomes are occurring.","Target is not a severe human rights violator","The target has committed a less extensive number of human rights violations in the conflict in which mass atrocities or closely-related outcomes are occurring.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"89",108,"Target rebel group has a political wing","Factor","Rebel political wing",NA,NA,NA,NA,NA,NA,NA,"The target rebel group has a political wing.","The target rebel group does not have a political wing","The target rebel group does not have a political wing.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"90",34,"Member of the implementing institution","Factor","Member of the implementing institution",NA,NA,NA,NA,NA,NA,NA,"The target is a member of the implementing institution.","Non-member of the implementing institution.","The target is not a member of the implementing institution.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"91",215,"Conflict parties","Factor","Active conflict_parties",NA,NA,NA,NA,NA,NA,NA,"The target is an active party to the conflict.","Conflict non-party","The target is not an active party to the conflict.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"92",41,"Corrupt","Factor","Corrupt",NA,NA,NA,NA,NA,NA,NA,"The target engages in corrupt activities.","Non-corrupt","The target does not engage in corrupt activities.","Contextual","Target characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
"93",165,"Moderate policy goal","Factor","Moderate policy goal",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a moderate policy objective.","Immoderate policy goal","The tool implementer has immoderate or extreme policy objectives.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"94",67,"Conflict parties share organizational membership","Factor","Shared_membership",NA,NA,NA,NA,NA,NA,NA,"The conflict parties are members of the same regional or international organization.","Conflict parties do not share organizational membership","The conflict parties are not members of the same regional or international organization.","Contextual","Conflict dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"95",113,"Target leadership change","Factor","Leadership change",NA,NA,NA,NA,NA,NA,NA,"The target experiences leadership change during the tool's use.","Target leadership consistency","The target experiences consistent leadership during the tool's use.","Contextual","Conflict dynamics ",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"96",78,"Civilian implementer","Factor","Civilian_implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is civilian.","Non-civilian implementer","The tool implementer is non-civilian.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"97",182,"NGO implementer","Factor","NGO implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is a non-governmental organization.","Non-NGO implementer","The tool implementer is not a non-governmental organization.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"98",120,"State implementer","Factor","State implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is a foreign government.","Non-state implementer","The tool implementer is not a foreign government.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"99",46,"Media implementer","Factor","Media implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is a media organization.","Non-media implementer","The tool implementer is not a media organization.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"100",90,"International organization implementer   ","Factor","International organization implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is an international governmental organization.","Non-international organization implementer","The tool implementer is not an international governmental organization.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"101",173,"Adversary implementer","Factor","Adversary_implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is an adversary or geopolitical rival of the target.","Non-adversary implementer","The tool implementer is not an adversary or geopolitical rival of the target.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"102",71,"Diaspora implementer","Factor","Diaspora implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is members of the diaspora.","Non-diaspora implementer","The tool implementer is not members of the diaspora.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"103",68,"Neighbor implementer","Factor","Neighbor implementer",NA,NA,NA,NA,NA,NA,NA,"The target and the tool implementer are in the same region or members of the same regional organization.","Non-neighbor implementer","The target and the tool implementer are not in the same region or members of the same regional organization.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"104",95,"Western implementer","Factor","Western implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is Western.","Non-Western implementer","The tool implementer is not Western.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"105",44,"Domestic implementer","Factor","Domestic implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is domestic, i.e., from the target state.","Foreign implementer","The tool implementer is foreign, i.e., not from the target state.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"106",209,"Well-informed implementer","Factor","Knowledge",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is well-versed in the political and social context in which the conflict is occurring, or has credible information about the intentions or capabilities of the target.","Poorly-informed implementer","The tool implementer is poorly-versed in the political and social context in which the conflict is occurring, or lacks credible information about the intentions or capabilities of the target.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"107",142,"Experienced implementer","Factor","Experience",NA,NA,NA,NA,NA,NA,NA,"The tool implementer was previously involved in efforts to use the tool in the conflict in which mass atrocities are occurring.","Poorly-informed implementer","The tool implementer was not previously involved in efforts to use the tool in the conflict in which mass atrocities are occurring.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"108",4,"Skilled implementer","Factor","Skills",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is highly competent in the use of the tool.","Poorly-informed implementer","The tool implementer is incompetent in the use of the tool.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"109",118,"Democratic implementer","Factor","Democratic implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is a democracy.","Autocratic implementer","The tool implementer is not a democracy.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"110",33,"Multiple competitive implementers","Factor","Multiple_competitive_implementers",NA,NA,NA,NA,NA,NA,NA,"There are multiple tool implementers in competition with each other.","Absence of multiple competitive implementers","There are not multiple tool implementers in competition with each other.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"111",79,"Implementer has clear command and control","Factor","Clear_command_and_control",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has clear command and control structures that are adhered to.","Implementer does not have clear command and control","The tool implementer does not have clear command and control structures that are adhered to.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"112",97,"Unrealistic deadlines","Factor","Unrealistic_deadlines",NA,NA,NA,NA,NA,NA,NA,"The tool implementer sets or is expected to meet unrealistic deadlines.","Absence of unrealistic deadlines","The tool implementer does not set or is not expected to meet unrealistic deadlines.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"113",194,"Implementer has strong leadership","Factor","Strong leadership",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has strong leadership.","Implementer has weak leadership","The tool implementer has weak leadership","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"114",36,"Implementer has strong human rights record","Factor","Strong HR record",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a strong human rights record or record of protecting civilians.","Implementer has weak human rights record","The tool implementer has a weak human rights record or does not have a record of protecting civilians.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"115",155,"Committed implementer","Factor","Commitment",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a high level of commitment, resolve, or credibility, or has committed a great deal of resources toward use of the tool.","Uncommitted implementer","The tool implementer has a low level of commitment, resolve, or credibility, or has committed few resources toward use of the tool.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"116",80,"Implementer has strong leverage  ","Factor","Implementer leverage",NA,NA,NA,NA,NA,NA,NA,"The tool implementer (1) has a significant degree of relative power in the international system, (2) is a member of the “Permanent Five"" (P5) countries on the UN Security Council, or (3) has significant leverage over the conflict parties.","Implementer has weak leverage","The tool implementer (1) has a low degree of relative power in the international system, (2) is not a member of the “Permanent Five” (P5) countries on the UN Security Council, or (3) has weak leverage over the conflict parties","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"117",176,"Implementer-target colonial history","Factor","Colonial history",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has colonial history with the target.","Absence of implementer-target colonial history","The tool implementer does not have colonial history with the target.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"118",137,"Implementer-target similar legal systems","Factor","Similar legal systems",NA,NA,NA,NA,NA,NA,NA,"The tool implementer and target have similar legal systems.","Implementer-target different legal systems","The tool implementer and target have different legal systems.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"119",30,"Implementer-target diplomatic ties","Factor","Diplomatic ties",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has diplomatic ties with the target.","Absence of implementer-target diplomatic ties","The tool implementer does not have diplomatic ties with the target.","Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"120",45,"Cohesive implementer","Factor","Cohesive implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a cohesive agenda.","Splintered implementer","The tool implementer has a splintered agenda.","Design","Implementer characteristics ",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"121",143,"Motivated by great power competition","Factor","Great power competition",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is motivated by great power competition.",NA,NA,"Design","Implementer characteristics",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"122",9,"Public communication","Factor","Public communication",NA,NA,NA,NA,NA,NA,NA,"The use of the tool is communicated or publicized widely.","Absence of public communication","The use of the tool is not communicated or publicized widely.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"123",210,"Private communication to target","Factor","Private communication to target",NA,NA,NA,NA,NA,NA,NA,"The use of the tool is communicated privately to the target.","Absence of private communication to target","The use of the tool is not communicated privately to the target.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"124",58,"Early implementation","Factor","Early_in_conflict",NA,NA,NA,NA,NA,NA,NA,"The tool is implemented early in the conflict or rapidly after the appearance of early warning signs or occurrence of mass atrocities.","Late implementation","The tool is implemented late in the conflict or slowly after the appearance of early warning signs or occurrence of mass atrocities.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
"125",130,"Consistent implementation","Factor","Consistency over time",NA,NA,NA,NA,NA,NA,NA,"The tool is implemented consistently over time and across parties/perpetrator groups.","Inconsistent implementation","The tool is implemented inconsistently over time and across parties/perpetrator groups.","Design","Implementer choices",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
